jobsat,ai_use,remote3,country,workexp,devgroup,yourchoice,year,ai_freq
7.0,1.0,In-person,India,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,Romania,3.0,Developer,1,2025,3.0
9.0,1.0,Hybrid,Czech Republic,17.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,7.0,Manager,0,2025,3.0
7.0,1.0,Remote,Ukraine,9.0,Developer,1,2025,3.0
8.0,1.0,In-person,Austria,4.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,Poland,5.0,Developer,0,2025,3.0
5.0,0.0,Hybrid,Sweden,14.0,Developer,0,2025,
9.0,1.0,Remote,Sweden,9.0,Data/ML,1,2025,2.0
5.0,1.0,Hybrid,Denmark,9.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Germany,4.0,Developer,0,2025,1.0
9.0,1.0,Hybrid,Austria,10.0,Developer,0,2025,1.0
8.0,1.0,Remote,Ukraine,11.0,Developer,0,2025,2.0
8.0,1.0,Remote,Romania,3.0,Developer,0,2025,3.0
8.0,1.0,Remote,Romania,25.0,Developer,1,2025,3.0
10.0,1.0,Remote,Turkey,8.0,Developer,0,2025,3.0
5.0,1.0,Remote,Germany,5.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,Germany,8.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,United States of America,10.0,Developer,0,2025,
9.0,0.0,Remote,India,16.0,Developer,0,2025,
7.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,27.0,Developer,0,2025,
6.0,1.0,Hybrid,Germany,11.0,Other,0,2025,3.0
5.0,1.0,Remote,Austria,20.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Netherlands,8.0,Developer,0,2025,3.0
8.0,1.0,In-person,India,9.0,Other,0,2025,3.0
0.0,0.0,Hybrid,Australia,13.0,Developer,0,2025,
7.0,1.0,Hybrid,Germany,14.0,Developer,0,2025,1.0
10.0,1.0,Hybrid,India,3.0,Other,0,2025,3.0
8.0,0.0,Remote,Germany,1.0,Research,1,2025,
7.0,1.0,Remote,India,10.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Germany,30.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Netherlands,10.0,Developer,0,2025,
10.0,1.0,In-person,Switzerland,4.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Norway,2.0,Research,0,2025,
7.0,1.0,In-person,India,9.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Spain,10.0,Manager,0,2025,3.0
9.0,1.0,Hybrid,France,6.0,Research,0,2025,2.0
10.0,0.0,Hybrid,India,11.0,Developer,0,2025,
6.0,0.0,Hybrid,Portugal,8.0,Developer,0,2025,
6.0,1.0,Remote,Spain,10.0,Other,0,2025,1.0
8.0,1.0,Hybrid,Netherlands,10.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Switzerland,5.0,Developer,0,2025,
9.0,1.0,Remote,Italy,6.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Spain,3.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Spain,4.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,Germany,4.0,Developer,0,2025,3.0
7.0,1.0,In-person,France,7.0,Developer,0,2025,3.0
8.0,1.0,Remote,France,14.0,Developer,0,2025,1.0
8.0,1.0,Remote,Romania,10.0,Other,0,2025,3.0
7.0,1.0,Remote,Germany,13.0,Developer,0,2025,1.0
8.0,1.0,Remote,France,15.0,Developer,0,2025,1.0
10.0,1.0,Remote,Austria,6.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,Germany,4.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,France,30.0,Developer,0,2025,2.0
10.0,0.0,In-person,India,15.0,Other,0,2025,
8.0,1.0,Remote,Germany,20.0,Developer,0,2025,3.0
8.0,1.0,In-person,Austria,15.0,Developer,0,2025,1.0
8.0,1.0,In-person,Romania,1.0,Developer,0,2025,3.0
6.0,1.0,Remote,India,15.0,Developer,1,2025,3.0
6.0,1.0,Remote,Poland,14.0,Other,0,2025,3.0
6.0,1.0,Hybrid,United States of America,36.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,Sweden,2.0,Developer,0,2025,
9.0,1.0,Remote,Czech Republic,13.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Germany,4.0,Other,0,2025,3.0
6.0,1.0,In-person,Bangladesh,4.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Switzerland,5.0,Developer,0,2025,1.0
7.0,1.0,Remote,France,30.0,Other,0,2025,2.0
7.0,1.0,In-person,India,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,Ukraine,2.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,5.0,Developer,1,2025,3.0
7.0,1.0,Hybrid,Austria,8.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,15.0,Developer,0,2025,1.0
5.0,1.0,In-person,Turkey,3.0,Developer,0,2025,3.0
8.0,1.0,In-person,Italy,4.0,Developer,0,2025,3.0
5.0,1.0,In-person,South Africa,5.0,Developer,0,2025,2.0
9.0,1.0,In-person,Spain,15.0,Other,0,2025,3.0
8.0,1.0,In-person,India,5.0,Developer,0,2025,3.0
6.0,1.0,In-person,China,8.0,DevOps/Infra,0,2025,3.0
6.0,1.0,Hybrid,India,10.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,Japan,7.0,Developer,0,2025,3.0
7.0,0.0,Remote,Germany,14.0,Developer,0,2025,
8.0,1.0,Remote,Ukraine,1.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,South Africa,17.0,Data/ML,0,2025,2.0
6.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,4.0,Other,1,2025,3.0
5.0,0.0,In-person,India,5.0,Developer,0,2025,
9.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,7.0,Developer,1,2025,3.0
7.0,1.0,In-person,Turkey,4.0,Developer,0,2025,3.0
3.0,1.0,Remote,Romania,3.0,Developer,0,2025,3.0
4.0,0.0,Hybrid,Germany,6.0,Developer,0,2025,
8.0,1.0,Hybrid,India,14.0,Other,0,2025,3.0
3.0,0.0,Hybrid,Germany,18.0,Developer,0,2025,
8.0,1.0,Hybrid,Spain,25.0,Other,0,2025,3.0
6.0,1.0,In-person,Poland,3.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Germany,4.0,Developer,0,2025,1.0
9.0,1.0,Remote,Germany,4.0,Developer,0,2025,3.0
8.0,1.0,Remote,Poland,6.0,Developer,0,2025,3.0
6.0,1.0,In-person,India,4.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Austria,18.0,Developer,0,2025,3.0
3.0,0.0,Remote,Germany,11.0,Developer,1,2025,
7.0,1.0,Hybrid,Poland,4.0,Developer,0,2025,1.0
8.0,1.0,In-person,Poland,2.0,Other,0,2025,1.0
7.0,1.0,Hybrid,India,3.0,Developer,0,2025,3.0
10.0,1.0,Remote,Germany,20.0,Developer,1,2025,1.0
5.0,1.0,Hybrid,Czech Republic,10.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,21.0,Developer,0,2025,1.0
5.0,1.0,Hybrid,Belgium,14.0,Developer,0,2025,1.0
8.0,0.0,Hybrid,Switzerland,17.0,Developer,0,2025,
8.0,0.0,Hybrid,Belgium,18.0,Developer,0,2025,
8.0,1.0,Remote,Romania,17.0,Research,0,2025,2.0
5.0,0.0,Hybrid,Germany,10.0,Developer,0,2025,
8.0,1.0,Hybrid,Netherlands,3.0,Developer,0,2025,3.0
7.0,1.0,In-person,India,5.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,Hungary,2.0,Developer,0,2025,3.0
6.0,1.0,Remote,Germany,3.0,Data/ML,1,2025,3.0
7.0,0.0,Remote,United States of America,19.0,Developer,0,2025,
6.0,1.0,In-person,Switzerland,20.0,Developer,0,2025,3.0
7.0,1.0,Remote,Ukraine,5.0,Developer,1,2025,3.0
9.0,1.0,Remote,Germany,20.0,Developer,0,2025,2.0
7.0,1.0,Remote,Ukraine,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,Germany,16.0,Developer,1,2025,3.0
9.0,1.0,Hybrid,India,13.0,Developer,0,2025,2.0
9.0,1.0,Hybrid,Denmark,15.0,Data/ML,0,2025,2.0
8.0,1.0,Remote,Turkey,3.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,Canada,11.0,Developer,0,2025,3.0
10.0,1.0,In-person,Sweden,1.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Netherlands,1.0,Student,0,2025,1.0
8.0,1.0,Remote,Switzerland,9.0,Developer,1,2025,3.0
8.0,1.0,Hybrid,Denmark,15.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Denmark,12.0,Developer,0,2025,3.0
7.0,1.0,Remote,Ukraine,4.0,Developer,0,2025,3.0
10.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,3.0,Developer,0,2025,2.0
6.0,1.0,Remote,Brazil,10.0,Other,0,2025,3.0
8.0,1.0,Hybrid,Bulgaria,12.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,30.0,Data/ML,0,2025,3.0
8.0,1.0,Hybrid,Sweden,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Germany,16.0,Developer,0,2025,1.0
8.0,0.0,Hybrid,Germany,2.0,Developer,0,2025,
7.0,1.0,Remote,Hungary,10.0,Developer,0,2025,3.0
9.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,4.0,Data/ML,0,2025,3.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,28.0,Developer,0,2025,1.0
5.0,1.0,In-person,Denmark,3.0,Developer,0,2025,3.0
8.0,1.0,Remote,Brazil,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Italy,2.0,Data/ML,0,2025,2.0
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,10.0,Developer,0,2025,3.0
5.0,1.0,Remote,Turkey,4.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,Austria,7.0,Research,0,2025,3.0
7.0,1.0,In-person,Spain,1.0,Other,0,2025,2.0
5.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,0,2025,3.0
10.0,1.0,Remote,Spain,8.0,Developer,0,2025,2.0
8.0,1.0,Hybrid,India,9.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,Germany,3.0,Developer,0,2025,3.0
7.0,1.0,Remote,Italy,25.0,Developer,1,2025,1.0
6.0,1.0,Hybrid,United States of America,2.0,Developer,0,2025,1.0
8.0,1.0,Remote,United States of America,2.0,Developer,0,2025,2.0
6.0,1.0,In-person,Israel,3.0,Developer,0,2025,2.0
7.0,1.0,Remote,Germany,5.0,Developer,0,2025,3.0
9.0,0.0,Hybrid,United States of America,37.0,Developer,0,2025,
8.0,1.0,Remote,India,3.0,Developer,1,2025,1.0
6.0,1.0,In-person,China,6.0,Developer,0,2025,3.0
8.0,1.0,Remote,Canada,16.0,Other,0,2025,2.0
8.0,1.0,Remote,Greece,25.0,Research,1,2025,2.0
10.0,0.0,Remote,United States of America,17.0,Developer,0,2025,
5.0,1.0,In-person,India,12.0,Developer,0,2025,3.0
4.0,1.0,Remote,Austria,1.0,Data/ML,1,2025,3.0
6.0,1.0,Hybrid,Netherlands,12.0,Developer,0,2025,3.0
10.0,1.0,Remote,Italy,6.0,Developer,0,2025,2.0
9.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,3.0,Developer,0,2025,3.0
4.0,1.0,In-person,Germany,2.0,Developer,0,2025,1.0
9.0,0.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,28.0,Developer,0,2025,
0.0,0.0,Hybrid,France,16.0,Developer,0,2025,
8.0,1.0,Hybrid,India,4.0,DevOps/Infra,0,2025,2.0
9.0,1.0,Remote,Bulgaria,4.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,France,40.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,France,3.0,Developer,0,2025,2.0
8.0,1.0,Remote,Australia,4.0,Developer,1,2025,3.0
3.0,1.0,Hybrid,Italy,3.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Hungary,1.0,DevOps/Infra,0,2025,2.0
8.0,1.0,Remote,Hungary,18.0,Other,1,2025,3.0
7.0,1.0,Hybrid,Australia,17.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Poland,5.0,Developer,0,2025,2.0
7.0,0.0,Hybrid,Spain,12.0,Developer,0,2025,
3.0,1.0,In-person,Greece,25.0,Data/ML,0,2025,3.0
9.0,1.0,Remote,India,16.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Netherlands,40.0,Developer,0,2025,3.0
8.0,1.0,Remote,Germany,14.0,Developer,0,2025,2.0
8.0,0.0,In-person,Netherlands,4.0,Developer,0,2025,
8.0,0.0,Remote,Canada,7.0,Developer,0,2025,
9.0,1.0,Hybrid,India,13.0,Other,0,2025,2.0
3.0,1.0,Hybrid,Germany,8.0,Developer,0,2025,2.0
7.0,0.0,Remote,United States of America,9.0,Developer,0,2025,
9.0,1.0,Hybrid,Switzerland,4.0,Developer,0,2025,3.0
10.0,0.0,Remote,Bangladesh,10.0,Developer,0,2025,
8.0,1.0,Hybrid,France,2.0,Developer,0,2025,3.0
7.0,0.0,Hybrid,Italy,10.0,Manager,0,2025,
8.0,1.0,In-person,France,41.0,Developer,0,2025,1.0
10.0,1.0,In-person,India,2.0,Developer,0,2025,3.0
8.0,1.0,In-person,Netherlands,28.0,Developer,0,2025,2.0
7.0,1.0,Remote,United States of America,28.0,Developer,0,2025,3.0
6.0,1.0,Remote,Australia,20.0,Other,0,2025,3.0
8.0,1.0,Remote,Germany,3.0,Developer,0,2025,2.0
9.0,1.0,Remote,Spain,44.0,Other,0,2025,3.0
10.0,1.0,Hybrid,Switzerland,12.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,United States of America,19.0,Developer,0,2025,1.0
5.0,1.0,Remote,Turkey,2.0,Developer,0,2025,3.0
7.0,0.0,Remote,Brazil,37.0,Developer,1,2025,
8.0,0.0,Remote,Israel,15.0,Developer,0,2025,
10.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
8.0,0.0,Hybrid,Ireland,4.0,Data/ML,0,2025,
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,14.0,Other,0,2025,3.0
10.0,1.0,Remote,Colombia,9.0,Data/ML,0,2025,3.0
7.0,1.0,Remote,United States of America,15.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,India,7.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United States of America,33.0,Developer,0,2025,1.0
5.0,1.0,In-person,Pakistan,2.0,Developer,0,2025,3.0
6.0,0.0,Hybrid,United States of America,9.0,Developer,0,2025,
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United States of America,9.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,United States of America,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Israel,30.0,DevOps/Infra,0,2025,3.0
8.0,1.0,Hybrid,United States of America,6.0,Other,0,2025,2.0
7.0,1.0,Remote,United States of America,15.0,Data/ML,0,2025,3.0
7.0,0.0,In-person,Germany,15.0,Developer,0,2025,
8.0,0.0,In-person,France,2.0,Developer,0,2025,
10.0,1.0,In-person,India,18.0,Other,0,2025,2.0
7.0,1.0,Remote,United States of America,12.0,Data/ML,0,2025,3.0
1.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,5.0,Data/ML,0,2025,3.0
8.0,0.0,In-person,United States of America,23.0,Developer,0,2025,
9.0,1.0,Hybrid,United States of America,26.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,India,16.0,Other,0,2025,2.0
8.0,1.0,Remote,Germany,9.0,Developer,1,2025,3.0
8.0,1.0,In-person,Germany,4.0,Developer,0,2025,3.0
8.0,1.0,Remote,United States of America,28.0,Developer,0,2025,2.0
5.0,1.0,Remote,Bulgaria,15.0,Other,0,2025,1.0
5.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,5.0,Developer,1,2025,3.0
8.0,1.0,Hybrid,Norway,23.0,Developer,0,2025,3.0
6.0,1.0,In-person,Italy,6.0,Developer,0,2025,1.0
8.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
8.0,1.0,In-person,United States of America,25.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,France,3.0,Developer,0,2025,2.0
6.0,1.0,Remote,Germany,12.0,DevOps/Infra,1,2025,3.0
2.0,1.0,In-person,United States of America,3.0,Other,0,2025,3.0
7.0,0.0,Hybrid,France,5.0,Developer,0,2025,
7.0,1.0,Remote,Germany,13.0,Developer,0,2025,1.0
8.0,1.0,Remote,Germany,9.0,Developer,0,2025,2.0
9.0,1.0,Remote,Canada,15.0,Developer,0,2025,3.0
5.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,35.0,Developer,1,2025,
7.0,1.0,Remote,United States of America,3.0,Data/ML,0,2025,1.0
8.0,1.0,Remote,Turkey,10.0,Developer,0,2025,2.0
8.0,1.0,In-person,United Kingdom of Great Britain and Northern Ireland,1.0,Developer,0,2025,3.0
8.0,1.0,Remote,Canada,26.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,12.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Poland,3.0,Developer,0,2025,2.0
5.0,0.0,Remote,United States of America,13.0,Developer,0,2025,
7.0,1.0,Remote,United States of America,15.0,Other,0,2025,3.0
8.0,0.0,In-person,United States of America,15.0,Data/ML,0,2025,
8.0,1.0,Remote,Colombia,4.0,Developer,0,2025,3.0
6.0,1.0,Remote,Colombia,8.0,Developer,0,2025,3.0
8.0,1.0,Remote,Portugal,19.0,Developer,0,2025,2.0
4.0,1.0,Remote,United States of America,1.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,1.0,Developer,0,2025,3.0
8.0,1.0,In-person,Hungary,3.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,16.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United States of America,12.0,Developer,0,2025,2.0
7.0,0.0,Remote,Germany,10.0,Developer,1,2025,
7.0,1.0,In-person,Italy,3.0,Developer,0,2025,3.0
8.0,1.0,Remote,India,3.0,Developer,1,2025,1.0
7.0,1.0,Remote,Colombia,12.0,Developer,0,2025,1.0
10.0,1.0,In-person,France,2.0,Developer,0,2025,1.0
3.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,13.0,Developer,0,2025,3.0
10.0,0.0,Hybrid,United States of America,38.0,Developer,0,2025,
3.0,1.0,Hybrid,Germany,11.0,Developer,0,2025,1.0
6.0,0.0,Hybrid,France,34.0,Developer,0,2025,
8.0,1.0,Hybrid,Netherlands,40.0,Developer,0,2025,2.0
9.0,1.0,Remote,Germany,20.0,Developer,0,2025,3.0
6.0,1.0,Remote,Spain,7.0,Other,0,2025,2.0
7.0,1.0,Hybrid,Portugal,14.0,Other,0,2025,3.0
3.0,0.0,In-person,Netherlands,8.0,Developer,0,2025,
10.0,1.0,Hybrid,Switzerland,18.0,Developer,0,2025,2.0
8.0,1.0,Remote,France,10.0,Developer,0,2025,3.0
5.0,1.0,Remote,Bulgaria,25.0,Developer,0,2025,3.0
9.0,1.0,Remote,Brazil,16.0,Other,0,2025,3.0
8.0,1.0,In-person,Sweden,3.0,Developer,0,2025,1.0
9.0,1.0,Remote,Poland,25.0,Developer,1,2025,3.0
10.0,1.0,Hybrid,Netherlands,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Germany,1.0,Developer,0,2025,3.0
8.0,1.0,Remote,Spain,24.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,8.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,India,1.0,Developer,0,2025,3.0
6.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,23.0,Developer,0,2025,
6.0,1.0,Hybrid,India,2.0,Developer,0,2025,2.0
8.0,1.0,In-person,Bangladesh,10.0,Developer,0,2025,3.0
6.0,1.0,Hybrid,Belgium,13.0,Developer,0,2025,3.0
7.0,1.0,Remote,Germany,8.0,Developer,1,2025,2.0
5.0,0.0,In-person,United States of America,2.0,Developer,0,2025,
5.0,1.0,In-person,India,5.0,Developer,0,2025,3.0
7.0,1.0,Remote,India,4.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,14.0,Developer,1,2025,3.0
8.0,1.0,Remote,Brazil,14.0,Developer,0,2025,2.0
6.0,1.0,Hybrid,Austria,2.0,Developer,0,2025,1.0
8.0,1.0,Hybrid,France,2.0,Developer,0,2025,3.0
2.0,1.0,Remote,United States of America,8.0,Developer,0,2025,3.0
5.0,1.0,In-person,Switzerland,3.0,Developer,0,2025,1.0
7.0,1.0,Remote,United States of America,12.0,Developer,1,2025,1.0
9.0,1.0,Hybrid,India,12.0,Other,0,2025,3.0
0.0,1.0,Remote,United States of America,5.0,Other,0,2025,3.0
4.0,0.0,In-person,United States of America,3.0,Developer,0,2025,
7.0,1.0,Hybrid,United States of America,22.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Greece,5.0,Data/ML,0,2025,3.0
8.0,1.0,Hybrid,Belgium,17.0,Developer,0,2025,1.0
10.0,1.0,Hybrid,United States of America,20.0,Developer,0,2025,1.0
6.0,1.0,Hybrid,United States of America,10.0,Developer,0,2025,3.0
6.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,13.0,Developer,0,2025,
8.0,1.0,Hybrid,Poland,3.0,Developer,0,2025,2.0
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,25.0,DevOps/Infra,1,2025,1.0
9.0,1.0,In-person,Bangladesh,3.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,United States of America,18.0,Developer,0,2025,2.0
7.0,1.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2025,3.0
4.0,1.0,Hybrid,Sweden,7.0,Developer,0,2025,3.0
7.0,1.0,Remote,Ireland,30.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Sweden,23.0,Developer,0,2025,3.0
9.0,1.0,Hybrid,Greece,14.0,Manager,0,2025,3.0
8.0,1.0,Remote,Brazil,7.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Germany,4.0,Developer,0,2025,2.0
7.0,1.0,Remote,Germany,35.0,Other,1,2025,3.0
8.0,1.0,Remote,Ukraine,7.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,India,5.0,Developer,0,2025,3.0
9.0,1.0,Remote,Spain,30.0,Other,0,2025,2.0
3.0,1.0,Remote,Canada,3.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,22.0,Developer,1,2025,3.0
9.0,1.0,Hybrid,India,9.0,DevOps/Infra,0,2025,3.0
6.0,1.0,Remote,Turkey,8.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Brazil,10.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,United States of America,26.0,Developer,0,2025,3.0
9.0,1.0,Remote,United States of America,26.0,DevOps/Infra,0,2025,3.0
8.0,1.0,Hybrid,Ukraine,8.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Norway,35.0,Developer,0,2025,3.0
7.0,1.0,Remote,United States of America,6.0,Developer,0,2025,3.0
8.0,0.0,Remote,United States of America,15.0,Developer,0,2025,
6.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,28.0,Developer,0,2025,3.0
4.0,0.0,Remote,Germany,13.0,Developer,1,2025,
9.0,1.0,Remote,Italy,30.0,Developer,0,2025,3.0
10.0,1.0,Remote,Portugal,25.0,Developer,0,2025,3.0
7.0,1.0,Remote,Netherlands,40.0,Developer,0,2025,3.0
7.0,0.0,Remote,Spain,16.0,Data/ML,0,2025,
3.0,1.0,Remote,Germany,28.0,Developer,0,2025,3.0
10.0,1.0,Remote,Canada,28.0,Developer,1,2025,3.0
5.0,0.0,Remote,Germany,1.0,Other,0,2025,
9.0,1.0,Hybrid,India,10.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Italy,2.0,Developer,0,2025,3.0
8.0,1.0,Remote,Brazil,9.0,Developer,0,2025,3.0
6.0,0.0,Remote,Argentina,17.0,Developer,0,2025,
9.0,1.0,Remote,United States of America,25.0,Developer,0,2025,1.0
8.0,1.0,Remote,Canada,21.0,Developer,0,2025,2.0
8.0,1.0,Remote,Bulgaria,5.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Norway,22.0,Developer,0,2025,2.0
7.0,1.0,Hybrid,Finland,25.0,Manager,0,2025,2.0
8.0,1.0,Hybrid,Belgium,37.0,Developer,0,2025,1.0
7.0,1.0,In-person,Poland,15.0,Developer,0,2025,3.0
5.0,1.0,Hybrid,Spain,25.0,Developer,0,2025,2.0
7.0,1.0,Remote,Netherlands,17.0,Developer,1,2025,3.0
7.0,1.0,Hybrid,United States of America,25.0,Developer,0,2025,3.0
8.0,1.0,Hybrid,Switzerland,25.0,Developer,0,2025,3.0
9.0,0.0,Remote,Spain,16.0,Other,0,2025,
9.0,1.0,Hybrid,United States of America,13.0,Developer,0,2025,3.0
8.0,1.0,Remote,Canada,10.0,Developer,1,2025,1.0
5.0,1.0,Remote,United States of America,25.0,Developer,0,2025,3.0
8.0,0.0,Remote,Canada,22.0,Manager,1,2025,
8.0,1.0,Remote,United States of America,8.0,DevOps/Infra,0,2025,3.0
8.0,1.0,Hybrid,United States of America,35.0,Developer,0,2025,3.0
9.0,1.0,Remote,Russian Federation,25.0,Developer,0,2025,1.0
8.0,1.0,Remote,Germany,7.0,Developer,1,2025,2.0
8.0,1.0,Remote,Germany,6.0,Developer,1,2025,1.0
8.0,1.0,Remote,Ukraine,9.0,Developer,0,2025,1.0
5.0,1.0,Remote,Canada,7.0,Data/ML,0,2025,3.0
9.0,1.0,Remote,United States of America,10.0,Developer,0,2025,2.0
9.0,1.0,Remote,United States of America,47.0,Developer,0,2025,2.0
1.0,1.0,Remote,Austria,25.0,Developer,1,2025,3.0
6.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,6.0,Developer,0,2025,
9.0,1.0,Remote,Greece,6.0,Other,0,2025,2.0
3.0,1.0,Remote,Canada,12.0,Developer,0,2025,3.0
3.0,0.0,Remote,Austria,10.0,Developer,0,2025,
10.0,1.0,Remote,Poland,26.0,Developer,1,2025,3.0
6.0,1.0,Remote,Canada,50.0,Developer,0,2025,1.0
2.0,1.0,Hybrid,Germany,14.0,Developer,0,2025,3.0
7.0,1.0,Hybrid,Hungary,30.0,Developer,0,2025,2.0
8.0,1.0,Remote,Bulgaria,25.0,Developer,1,2025,1.0
9.0,1.0,Remote,Mexico,27.0,DevOps/Infra,0,2025,2.0
8.0,1.0,Hybrid,Spain,1.0,Developer,0,2025,3.0
10.0,1.0,Remote,United States of America,5.0,Developer,0,2025,3.0
3.0,1.0,Hybrid,United States of America,4.0,Data/ML,0,2025,3.0
4.0,0.0,Remote,United States of America,33.0,Developer,0,2025,
9.0,0.0,Hybrid,Netherlands,39.0,Developer,0,2025,
8.0,0.0,Hybrid,United States of America,42.0,Developer,0,2025,
8.0,1.0,Hybrid,United Kingdom of Great Britain and Northern Ireland,19.0,Developer,0,2025,1.0
8.0,0.0,In-person,Mexico,9.0,Other,0,2025,
3.0,1.0,In-person,United States of America,10.0,Developer,0,2025,1.0
7.0,1.0,Hybrid,Canada,10.0,Developer,0,2025,1.0
